UID,Club,Position,Age,DoB,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
67191240,Birmingham,"DM, M (C)",26,17/3/1997 (26 years old),15,12,20,2219,6.72,12,14,14,15,7,4750,125,131,13,134,125
67191243,Tenerife,"DM, M (C)",27,19/3/1996 (27 years old),14,15,14,2616,6.85,13,12,13,12,8,4200,124,132,14,116,125
67191318,Badajoz,D (R),30,4/2/1993 (30 years old),13,13,12,707,6.79,11,11,10,18,12,2800,106,110,12,73,100
67191405,Compostela,D (C),28,16/10/1994 (28 years old),12,13,10,0,0.00,10,13,8,12,5,2100,92,118,9,73,91
67191439,Real Oviedo,D (C),28,26/3/1995 (28 years old),10,13,11,3754,6.89,12,9,14,17,6,4250,125,153,15,116,126
67191440,Celta Vigo,GK,25,9/7/1997 (25 years old),14,12,11,3420,6.93,12,16,16,16,12,5200,131,136,16,178,131
67191441,Albacete,"AM (RL), ST (C)",28,27/4/1995 (28 years old),13,10,12,3072,6.79,8,10,9,10,7,4100,122,130,14,116,122
67191545,Real Avilés,D (RC),28,18/7/1994 (28 years old),9,12,10,1743,6.82,10,13,12,13,10,2200,94,110,8,73,93
67191561,Getafe,"DM, M (C)",28,7/10/1994 (28 years old),15,16,15,1542,6.92,13,12,15,14,11,5250,135,144,13,178,134
67191565,UCAM Murcia,M/AM (C),30,8/3/1993 (30 years old),10,20,13,1222,6.86,5,9,20,9,10,2300,96,105,8,73,95
67191696,Sabadell,M/AM (RL),30,13/7/1992 (30 years old),10,2,12,0,0.00,12,9,8,13,9,2000,90,105,13,87,89
67191899,Cultural Leonesa,M/AM (RL),28,5/7/1994 (28 years old),9,10,13,155,6.67,9,12,12,19,11,2350,97,105,10,87,97
67191910,Villarreal,D (C),29,12/4/1994 (29 years old),15,13,15,844,6.81,12,12,12,14,18,6550,130,150,17,178,128
67192157,Vélez,GK,28,30/7/1994 (28 years old),13,6,11,2798,6.56,11,13,12,17,13,1050,71,115,8,73,72
67192158,Numancia,"AM (RLC), ST (C)",28,20/11/1994 (28 years old),13,14,13,1389,6.98,12,11,8,10,12,1800,86,127,15,73,86
67192162,U. Adarve,AM (RL),30,19/3/1993 (30 years old),12,7,10,1056,6.78,12,11,10,7,7,2150,93,106,7,73,90
67192406,Eldense,D (C),29,27/4/1994 (29 years old),15,15,11,235,6.78,10,15,12,11,8,2750,105,110,7,116,105
67192427,Las Palmas,GK,27,27/9/1995 (27 years old),14,13,13,360,6.75,18,14,12,11,7,4650,123,131,14,178,123
67192428,Gimnàstic Tarragona,M/AM (RL),26,23/7/1996 (26 years old),12,10,13,2438,6.98,6,9,11,6,15,2500,110,130,14,87,110
67192429,Ourense C.F.,"D (C), DM",28,18/5/1995 (28 years old),13,7,10,3060,6.75,16,14,11,10,10,2250,95,112,2,73,94
67192430,Córdoba,D/WB (R),27,30/4/1996 (27 years old),13,13,15,750,6.78,10,10,12,13,7,3750,105,111,13,87,104
67192449,A.D. San Juan,"D (C), DM, M (C)",29,24/12/1993 (29 years old),11,4,10,1867,6.63,3,13,11,10,14,1650,83,90,8,73,82
67192475,Athletic Club,D (C),28,24/1/1995 (28 years old),15,14,13,3526,6.94,10,14,12,15,14,5300,136,152,18,178,139
67192775,Racing de Ferrol,D/WB/M (R),30,7/6/1993 (30 years old),11,13,10,50,6.45,14,9,13,16,10,2950,99,110,9,116,99
67192841,Antoniano,D/AM (L),28,28/10/1994 (28 years old),11,18,8,2764,6.82,7,12,15,19,12,1800,86,86,8,73,86
67192842,Fuenlabrada,M (C),27,9/8/1995 (27 years old),12,9,9,111,6.75,12,11,11,7,11,2350,97,120,10,87,96
67192920,Cornellà,M/AM (RL),30,22/5/1993 (30 years old),11,16,11,2737,6.98,11,12,11,15,9,2250,95,107,12,87,95
67192921,Granada,D (C),26,5/1/1997 (26 years old),14,14,9,3310,6.71,15,15,16,12,15,5900,132,149,15,178,132
67193006,Ponferradina,"DM, M (LC)",27,1/4/1996 (27 years old),10,4,12,1020,6.75,7,12,11,7,9,3000,110,118,10,87,110
67193010,Deportivo La Coruña,"M (RL), AM (RLC), ST (C)",28,18/12/1994 (28 years old),9,9,13,3091,7.08,14,12,11,17,4,3700,114,125,13,87,114
67193102,Alcorcón,"DM, M (C)",25,26/8/1997 (25 years old),11,15,13,3087,6.81,10,12,14,10,8,5150,118,126,11,116,118
67193103,Tenerife,GK,25,23/8/1997 (25 years old),13,16,12,3900,6.97,11,11,14,11,6,4250,127,143,14,116,134
67193107,Mérida,"AM (C), ST (C)",26,13/2/1997 (26 years old),11,5,11,171,6.80,9,11,10,14,7,2200,94,115,10,87,94
67193152,Izarra,D/WB (R),32,3/7/1991 (32 years old),10,2,11,252,6.90,14,11,14,19,10,1300,76,85,8,73,65
67193445,Espanyol,M/AM (R),32,30/3/1991 (32 years old),13,15,12,1336,6.78,12,12,11,13,9,4200,124,132,17,116,115
67193742,Tarazona,D (C),31,8/8/1991 (31 years old),13,13,8,3086,6.60,8,15,12,12,3,1750,105,105,7,87,103
67193909,San Fernando,M (C),29,10/6/1994 (29 years old),12,6,9,383,6.69,11,11,12,20,5,2050,91,106,10,87,90
67194405,Cornellà,"DM, M (C)",29,6/1/1994 (29 years old),12,11,12,3221,6.96,12,12,12,18,8,3000,100,120,12,87,101
67194588,Navalcarnero,M (C),31,27/9/1991 (31 years old),11,6,9,785,6.83,11,12,13,14,14,1900,88,98,10,73,78
67194590,Fuenlabrada,M/AM (R),28,11/9/1994 (28 years old),10,10,10,112,7.40,9,10,17,14,7,2300,96,102,10,87,96
67194591,Rayo Majadahonda,"M/AM (RL), ST (C)",28,28/12/1994 (28 years old),10,5,15,319,6.80,6,12,12,9,8,1750,104,120,12,87,102
67194879,Sporting Gijón,"D (C), DM",28,16/2/1995 (28 years old),14,12,13,1419,6.90,12,13,13,14,7,4850,127,130,17,116,125
67195191,Huesca,D/WB (R),28,3/10/1994 (28 years old),10,7,15,618,6.75,8,9,11,14,6,3300,106,130,14,116,103
67195730,Athletic Club,ST (C),25,30/9/1997 (25 years old),10,15,10,1096,6.77,18,12,13,8,12,5000,130,142,18,178,130
67195850,Málaga,"D (C), DM, M (C)",29,22/5/1994 (29 years old),14,13,10,1105,6.91,13,13,8,13,8,2600,102,121,15,87,101
67195855,Athletic Club,"DM, M (C)",30,8/4/1993 (30 years old),9,13,12,2857,7.14,12,11,13,13,8,5700,144,144,18,178,144
67195861,Real Unión,ST (C),28,11/2/1995 (28 years old),12,11,9,834,6.69,12,9,11,8,11,2250,95,110,8,87,95
67195967,Castellón,"D (C), DM",27,3/1/1996 (27 years old),13,3,12,3490,6.85,4,10,18,12,9,2500,100,125,14,87,100
67195979,Villanovense,GK,27,10/2/1996 (27 years old),10,5,13,3060,6.84,10,12,11,12,9,1550,81,104,7,73,81
67196000,Alavés,"M (L), AM (RL)",29,16/10/1993 (29 years old),16,14,13,2364,6.85,4,13,16,12,7,5300,138,140,13,178,138
67196046,Águilas,ST (C),33,7/9/1989 (33 years old),11,6,10,203,6.66,10,13,14,10,11,2050,91,118,8,73,79
67196097,Tarazona,"M (LC), AM (RLC)",28,14/2/1995 (28 years old),10,14,10,3241,6.81,3,14,12,11,11,2600,102,115,7,87,102
67196099,Villanovense,"AM (RL), ST (C)",27,28/12/1995 (27 years old),9,3,11,2384,6.81,10,11,9,14,14,2150,93,120,7,73,91
67196105,Compostela,D/WB/M (L),27,16/3/1996 (27 years old),12,12,12,2490,6.79,2,13,12,11,15,2000,90,115,9,73,89
67196186,Navalcarnero,D (C),28,1/1/1995 (28 years old),9,5,11,450,6.68,7,9,10,15,11,1250,90,115,10,73,90
67196197,Burgos,"DM, M (C)",28,13/4/1995 (28 years old),10,12,10,2544,6.81,12,9,10,8,14,3850,117,119,12,116,116
67196198,Atlético de Madrid,"WB (R), DM, M (RC), AM (C)",28,30/1/1995 (28 years old),18,16,15,2930,6.82,13,16,13,12,7,6850,152,163,17,178,153
67196201,Racing de Santander,GK,26,17/8/1996 (26 years old),11,12,12,1620,6.71,10,12,15,15,9,4100,122,141,15,116,122
67196202,Osasuna,M/AM (RL),26,1/4/1997 (26 years old),13,4,10,2304,6.77,11,12,13,20,12,5000,130,142,15,178,130
67196204,Paris Saint-Germain,M/AM (RC),26,2/1/1997 (26 years old),16,15,14,724,7.05,14,14,13,12,8,6000,148,154,20,161,148
67196206,PAOK,D/WB (R),26,30/4/1997 (26 years old),12,12,11,143,6.64,9,10,11,13,12,3000,115,125,14,130,115
67196208,Ibiza,D/WB/M (L),27,11/1/1996 (27 years old),10,13,11,3365,6.78,11,10,13,9,14,3650,113,125,11,87,113
67196209,Genoa,D/WB/M (L),26,22/4/1997 (26 years old),14,13,14,2848,6.65,11,12,13,12,5,5600,128,135,16,173,128
67196210,Real Zaragoza,D (C),26,5/3/1997 (26 years old),16,14,13,1908,6.90,10,9,11,14,8,4000,120,125,14,116,120
67196211,Badalona Fut,D (C),26,30/1/1997 (26 years old),10,4,10,2880,6.79,4,10,17,14,13,2000,90,115,11,73,90
67196228,Penya Independent,D/WB (L),27,24/10/1995 (27 years old),10,15,15,2968,6.73,4,10,10,12,9,2850,107,120,1,73,107
67196231,Torrent,D (C),27,4/4/1996 (27 years old),10,3,13,2118,6.81,9,13,10,8,8,2000,90,105,8,73,89
67196237,Penya Independent,"AM (C), ST (C)",27,9/9/1995 (27 years old),10,11,10,236,7.25,3,10,19,11,11,750,72,84,1,73,69
67196240,Asteras Tripolis,M/AM (L),26,18/11/1996 (26 years old),9,10,12,1211,6.80,14,9,12,10,10,2750,110,120,10,130,110
67196251,Compostela,"DM, M/AM (C)",28,31/1/1995 (28 years old),10,9,9,0,0.00,16,10,9,10,7,1600,82,85,9,73,82
67196262,PAS Giannina,D/WB (R),26,8/10/1996 (26 years old),13,10,12,2739,6.68,13,13,13,12,6,2750,115,125,7,130,115
67196291,Sabadell,D/WB (R),27,2/8/1995 (27 years old),12,11,13,3017,6.64,10,10,10,16,14,2500,100,130,13,87,101
67196452,Atlético Baleares,ST (C),30,16/6/1993 (30 years old),9,17,11,3068,7.22,13,13,12,18,5,2600,102,115,9,87,102
67196560,Mutilvera,D/WB (R),25,8/7/1997 (25 years old),12,8,8,2607,6.85,15,13,10,20,13,1750,85,100,8,73,85
67197125,Paris Saint-Germain,AM (RLC),27,21/1/1996 (27 years old),12,15,8,2399,7.37,10,14,12,12,8,7000,159,163,20,161,159
67197142,Badajoz,M/AM (C),27,8/10/1995 (27 years old),11,14,11,2796,7.18,13,10,12,18,6,2750,105,112,12,73,105
67197145,Paris Saint-Germain,D (LC),27,14/2/1996 (27 years old),10,19,18,3421,7.17,15,13,14,12,12,7250,161,165,20,161,161
67197149,Sanse,D/WB (L),28,26/5/1995 (28 years old),12,6,13,2784,6.82,12,11,12,20,8,2350,97,120,11,73,97
67197738,Yeclano Deportivo,D/WB/M (L),30,20/10/1992 (30 years old),7,2,12,1360,6.74,10,10,7,17,9,1450,79,108,11,73,68
67197750,Atlético Baleares,"D (C), DM, M (C)",28,27/1/1995 (28 years old),10,16,9,3310,6.80,14,14,14,15,10,2000,101,118,9,87,102
67197860,Gernika,D (R),27,31/10/1995 (27 years old),13,2,11,2778,6.86,3,11,19,10,13,1700,84,105,7,73,85
67197864,Zamora,"M (LC), AM (L)",29,7/4/1994 (29 years old),14,11,12,557,6.85,4,10,12,12,5,2200,94,103,12,73,91
67197969,El Palo,ST (C),29,5/1/1994 (29 years old),10,10,10,2766,7.03,11,13,11,13,5,1550,81,98,8,73,80
67197982,Alcorcón,"M/AM (RC), ST (C)",27,14/8/1995 (27 years old),10,12,14,442,6.85,10,11,14,11,18,3250,105,123,11,116,105
67198215,Hércules,GK,28,28/6/1995 (28 years old),13,13,12,2880,7.01,14,12,13,9,8,3300,106,135,14,73,112
67198216,Leganés,D (C),26,17/11/1996 (26 years old),11,13,13,657,6.72,12,11,13,12,7,4400,118,142,12,116,119
67198271,Illescas,D (RC),29,13/9/1993 (29 years old),10,10,11,3084,6.86,9,13,12,7,5,1500,83,83,7,73,82
67198355,Marino Luanco,"D (RC), WB (R)",29,31/1/1994 (29 years old),11,6,11,2806,6.92,15,12,15,9,7,1800,86,112,8,73,85
67198395,Córdoba,M/AM (RL),27,30/11/1995 (27 years old),14,13,11,3028,7.36,10,10,13,20,5,2750,105,130,13,87,107
67198419,Gimnàstic Tarragona,"AM (R), ST (C)",26,17/9/1996 (26 years old),11,12,11,511,6.82,14,13,14,11,7,3000,100,116,14,87,100
67198652,Cacereño,D (RC),28,20/4/1995 (28 years old),12,14,12,3055,6.94,7,10,10,20,11,2250,95,125,8,73,95
67198653,Melilla,"M (LC), AM (C)",27,20/10/1995 (27 years old),8,13,12,2410,6.95,18,13,13,7,7,2750,104,120,8,87,104
67198657,San Roque de Lepe,"WB (L), AM (LC)",26,27/12/1996 (26 years old),13,4,12,862,6.67,10,11,11,20,8,1800,86,98,8,73,86
67198900,Unionistas,"D (C), DM, M (C)",29,17/1/1994 (29 years old),14,18,13,111,6.90,8,11,10,20,5,2250,95,100,9,87,95
67198919,Torrent,D (C),28,1/4/1995 (28 years old),11,5,9,196,6.84,12,13,11,18,5,1600,82,105,8,73,81
67198920,Ponferradina,M/AM (R),27,27/10/1995 (27 years old),11,5,13,2218,6.98,10,11,12,13,7,2800,106,106,10,87,105
67198922,Alzira,GK,27,9/12/1995 (27 years old),10,13,11,0,0.00,2,13,15,17,7,1950,89,95,7,73,89
67198924,Mensajero,D (C),27,10/7/1995 (27 years old),11,2,12,3340,6.74,10,12,12,15,5,2050,89,98,9,73,88
67199066,Racing de Santander,D/WB (L),28,9/11/1994 (28 years old),13,13,13,3224,6.83,7,10,11,12,8,3750,115,125,15,116,115
67199081,Gimnàstic Tarragona,M/AM (RL),26,20/11/1996 (26 years old),11,11,11,1668,6.74,8,11,11,10,14,3300,106,136,14,87,106
67199082,Cádiz,"DM, M (C)",26,16/3/1997 (26 years old),15,14,11,1129,6.72,10,15,14,10,13,4950,129,133,15,178,129
67199094,Racing de Ferrol,D/WB (R),28,20/4/1995 (28 years old),18,16,10,2967,6.85,14,13,13,13,6,3800,116,120,9,116,116
67199096,Alcoyano,M/AM (C),27,10/5/1996 (27 years old),14,13,16,141,6.35,15,15,11,8,11,3600,112,125,10,87,109
67199097,Utebo,D (C),28,12/4/1995 (28 years old),10,10,13,1295,6.79,10,13,11,9,4,1650,83,95,3,73,83
67199098,Real Zaragoza,"DM, M (RC)",26,30/12/1996 (26 years old),16,12,8,1385,6.84,13,13,17,14,13,4850,127,140,14,116,127
67199101,Real Zaragoza,D/WB (L),27,6/5/1996 (27 years old),15,12,12,2896,7.03,12,11,13,11,9,4000,120,121,14,116,120
67199152,Algeciras,"DM, M (C)",27,16/8/1995 (27 years old),12,12,10,2243,6.79,12,10,12,9,8,2700,106,115,8,87,105
67199156,Andorra,"D (C), DM",25,25/8/1997 (25 years old),11,15,9,3357,6.86,10,10,13,8,7,3750,115,125,12,116,115
67199157,Izarra,GK,27,13/5/1996 (27 years old),12,15,10,3060,6.79,14,12,6,8,10,1750,85,105,8,73,89
67199158,Real Sociedad,"M (C), AM (RC)",26,7/1/1997 (26 years old),11,13,11,3576,6.88,12,12,13,13,7,6650,148,155,18,178,148
67199233,UCAM Murcia,D (R),28,13/2/1995 (28 years old),13,3,8,2661,6.78,11,12,13,12,12,2100,92,100,8,73,92
67199234,Recreativo de Huelva,"M (LC), AM (RLC)",30,4/4/1993 (30 years old),12,11,11,2632,6.82,16,11,10,12,7,2350,97,115,15,87,95
67199250,Racing de Santander,GK,27,18/5/1996 (27 years old),16,12,13,2160,6.72,11,13,12,14,9,4000,120,128,15,116,120
67199251,SD Logroñés,M/AM (C),27,3/2/1996 (27 years old),12,16,9,2761,6.87,8,13,12,16,8,2650,93,127,8,87,93
67199294,Talavera,M/AM (RL),27,5/1/1996 (27 years old),11,11,12,2292,6.78,10,10,9,10,3,2300,96,100,7,73,95
67199304,Tenerife,D (C),28,3/2/1995 (28 years old),15,14,13,3398,7.00,14,12,13,12,9,4050,123,131,14,116,123
67199306,Tenerife,"M (R), AM (RL)",28,19/5/1995 (28 years old),11,9,10,936,6.82,12,8,10,11,7,3350,117,133,14,116,117
67199309,Las Palmas,"DM, M (RC), AM (C)",28,28/2/1995 (28 years old),14,15,12,2953,6.80,12,11,15,10,8,5100,134,139,14,178,134
67199371,Real Murcia,ST (C),29,7/1/1994 (29 years old),13,9,11,3039,7.06,10,11,9,13,8,3000,110,116,11,87,108
67199396,Real Oviedo,"D (RL), AM (R)",28,30/1/1995 (28 years old),9,12,11,3314,6.94,12,11,12,10,8,4300,126,130,15,116,126
67199407,Córdoba,D (C),27,16/4/1996 (27 years old),13,11,10,3175,7.04,15,11,15,8,5,3650,113,130,13,87,113
67199408,Real Sociedad,D/WB (R),27,14/12/1995 (27 years old),14,12,14,3071,6.77,13,12,13,13,9,6200,139,150,18,178,139
67199409,Real Sociedad,M/AM (L),28,12/6/1995 (28 years old),12,13,14,0,0.00,13,9,11,13,15,5050,131,142,18,178,126
67199429,Cádiz,D (C),26,17/4/1997 (26 years old),10,10,9,151,6.70,14,8,11,12,5,4800,122,140,15,178,122
67199608,Córdoba,D (C),30,12/2/1993 (30 years old),10,14,10,2869,7.05,11,9,14,18,8,4150,117,126,13,87,117
67199616,UCAM Murcia,D/WB/M (L),28,24/2/1995 (28 years old),10,6,12,248,6.67,6,8,20,16,11,2050,91,112,8,73,89
67199620,Real Murcia,D/WB (L),25,26/8/1997 (25 years old),14,12,10,355,6.90,12,12,12,12,6,2000,90,120,11,87,91
67199621,Real Valladolid,D/WB (R),28,4/2/1995 (28 years old),14,14,13,2567,6.92,11,12,13,11,8,4300,126,135,14,116,126
67199625,Linense,"D (R), DM",26,22/1/1997 (26 years old),11,7,12,2826,6.91,11,11,11,8,5,2250,95,116,9,73,95
67199760,Águilas,M (C),27,19/2/1996 (27 years old),13,13,12,2033,6.93,11,11,12,13,10,2250,95,110,8,73,95
67199879,Chania,"D/WB (R), M/AM (RC)",29,18/2/1994 (29 years old),8,12,12,2270,6.98,7,10,12,15,9,2500,105,110,5,91,103
67199947,Braga,D/WB (L),26,9/1/1997 (26 years old),14,12,11,1161,6.76,8,13,12,12,9,4750,125,136,18,158,125
67200005,Recreativo de Huelva,ST (C),29,20/12/1993 (29 years old),11,13,10,2945,6.84,13,9,10,8,9,3200,104,122,15,87,103
67200242,Orihuela,"D (LC), WB (L)",26,18/1/1997 (26 years old),15,14,14,2999,6.87,13,14,11,10,15,1850,87,105,9,73,87
67200243,Albacete,"D (C), DM, M (C)",27,15/3/1996 (27 years old),10,16,12,3498,6.80,8,8,9,18,6,3800,114,135,14,116,114
67200244,C.D. Estepona,M/AM (RL),30,3/7/1993 (30 years old),10,12,12,2927,7.09,10,9,11,6,11,2300,96,118,11,73,91
67200623,Ourense C.F.,GK,28,5/8/1994 (28 years old),12,8,10,3060,6.80,12,14,16,10,8,1750,85,96,2,73,85
67200922,Ponferradina,D/WB (L),27,5/4/1996 (27 years old),11,11,10,3019,7.12,11,9,13,9,12,2800,106,113,10,87,107
67200923,Athletic Club,GK,26,11/6/1997 (26 years old),8,15,12,3330,6.93,13,12,15,13,10,6900,153,168,18,178,153
67200924,Arenas Club,"D (C), DM, M (C)",26,1/1/1997 (26 years old),11,8,13,3008,6.78,1,11,11,19,8,1850,87,105,8,73,88
67200926,Fortuna Sittard,"M (L), AM (RL), ST (C)",26,13/3/1997 (26 years old),9,12,13,2569,6.81,15,12,12,13,6,5000,124,130,11,160,124
67200929,UD Logroñés,"D (C), DM, M (C)",28,27/4/1995 (28 years old),11,13,9,2000,6.86,7,10,17,12,13,2150,93,93,13,73,90
67200930,Athletic Club,"AM (RL), ST (C)",26,12/9/1996 (26 years old),11,13,11,568,6.97,1,11,12,15,5,4950,129,129,18,178,129
67201120,Guadalajara,M (C),29,6/5/1994 (29 years old),10,15,10,2552,6.95,3,11,11,14,11,1900,88,104,7,73,87
67201185,Eldense,D (C),28,30/10/1994 (28 years old),12,14,10,305,6.52,12,13,11,9,10,3250,105,110,7,116,104
67201633,Panathinaikos,M/AM (RL),27,10/2/1996 (27 years old),15,14,13,504,6.71,15,15,13,12,12,3000,120,125,13,130,120
67201634,Man Utd,GK,27,2/4/1996 (27 years old),11,15,17,4350,7.05,15,15,14,15,7,7000,148,160,17,185,152
67201783,Aston Villa,AM (RC),26,25/12/1996 (26 years old),13,16,16,224,7.22,14,13,12,15,6,6000,143,155,20,185,141
67202349,San Fernando,D (C),27,10/5/1996 (27 years old),12,11,13,465,6.70,9,10,11,11,11,2650,103,130,10,87,103
67202350,Real Madrid,M (C),26,7/8/1996 (26 years old),13,11,12,255,6.84,11,11,10,12,11,6850,150,163,18,178,150
67202351,Arenteiro,"M (L), AM (LC)",27,31/1/1996 (27 years old),11,10,11,3228,6.70,8,11,11,12,11,3600,102,106,8,87,102
67202352,Albacete,"AM (RL), ST (C)",30,20/2/1993 (30 years old),13,12,11,1614,6.91,11,12,11,12,8,3900,120,124,14,116,118
67202355,Ciudad Real,ST (C),28,4/3/1995 (28 years old),8,10,11,441,6.43,1,12,10,12,12,1500,78,96,7,73,76
67202606,Covadonga,"D (C), DM, M (C)",27,4/10/1995 (27 years old),10,7,10,3032,6.77,16,11,12,8,6,1650,83,94,8,73,82
67202651,UD Logroñés,D (C),28,5/4/1995 (28 years old),9,18,9,2622,6.98,10,11,11,18,5,2400,98,110,13,73,97
67202652,Alavés,D/WB (R),26,4/8/1996 (26 years old),13,13,14,2924,6.79,10,12,12,13,8,5250,135,146,13,178,136
67203210,Linares,AM (RL),25,9/12/1997 (25 years old),11,13,11,3203,6.94,13,10,9,17,11,2500,102,131,8,87,104
67203459,Mallorca,D/WB (L),25,21/11/1997 (25 years old),12,12,10,3240,6.77,10,10,12,10,7,4800,126,148,12,178,128
67203509,UCAM Murcia,D (C),28,26/2/1995 (28 years old),11,10,10,1344,6.99,10,15,11,19,8,2000,90,109,8,73,89
67203550,Formentera,D/WB (L),28,15/10/1994 (28 years old),14,12,10,2645,6.80,2,12,20,20,5,1700,84,95,7,73,81
67203884,Cultural Leonesa,D (RC),26,1/1/1997 (26 years old),11,10,10,3061,6.93,11,11,10,17,5,2750,105,115,10,87,105
67203914,Sabadell,D (RC),29,13/1/1994 (29 years old),14,14,10,3393,6.95,12,12,12,12,6,2750,105,120,13,87,106
67204207,Navalcarnero,ST (C),28,21/9/1994 (28 years old),12,10,13,57,6.55,5,10,10,14,11,1650,83,113,10,73,83
67204278,UCAM Murcia,AM (C),29,10/3/1994 (29 years old),13,4,11,0,0.00,6,9,19,9,12,2300,96,106,8,73,96
67204282,U. Adarve,M/AM (L),27,19/7/1995 (27 years old),11,6,12,2611,6.70,4,10,19,15,12,1500,80,90,7,73,77
67204688,Mensajero,"AM (RL), ST (C)",36,28/6/1987 (36 years old),14,11,13,1861,6.60,9,10,12,13,8,2050,91,92,9,73,80
67204820,Córdoba,"M (R), AM (RC), ST (C)",25,5/6/1998 (25 years old),15,15,17,536,6.95,11,11,9,15,7,3500,100,120,13,87,100
67204854,Alcoyano,DM,30,1/10/1992 (30 years old),11,5,9,3010,6.79,8,10,10,11,11,2000,90,100,10,87,85
67205087,Lugo,"D (C), DM",28,19/6/1995 (28 years old),13,14,11,2943,6.87,10,12,12,14,7,2750,105,120,10,87,104
67205090,Racing de Santander,"M (L), AM (LC)",25,6/1/1998 (25 years old),12,13,10,3462,7.01,13,13,16,12,6,4500,130,139,15,116,130
67205091,Arenas Club,"D (RC), WB (R)",25,24/5/1998 (25 years old),10,11,11,2943,6.73,7,9,13,11,8,1950,89,119,8,73,89
67205390,UCAM Murcia,M/AM (L),31,1/6/1992 (31 years old),12,16,12,2772,6.85,10,9,10,8,7,2250,95,123,8,73,96
67206502,Albacete,"DM, M (C)",28,8/9/1994 (28 years old),15,13,12,1068,6.72,11,12,14,13,10,3850,117,146,14,116,117
67206505,Racing de Santander,D (C),29,9/5/1994 (29 years old),15,14,12,326,6.68,13,14,14,13,6,3650,113,125,15,116,113
67207016,Racing Cartagena,"DM, M (C)",33,12/1/1990 (33 years old),11,13,12,2606,6.95,2,12,13,20,5,2500,100,110,7,73,90
67207047,Náxara,"M (C), ST (C)",29,15/11/1993 (29 years old),11,12,11,3265,6.72,17,11,10,16,10,1900,88,120,8,73,86
67207185,Granada,"DM, M (C)",28,18/12/1994 (28 years old),13,12,14,3119,6.76,14,10,14,13,7,5050,131,138,15,178,131
67207187,Amorebieta,"D (C), DM, M (C)",25,15/9/1997 (25 years old),14,14,8,3552,6.95,12,13,12,15,7,4000,120,140,8,116,120
67207189,Guadalajara,"DM, M (C), AM (RLC)",27,28/2/1996 (27 years old),11,6,12,1405,6.69,12,10,20,16,11,1600,82,105,7,73,82
67207192,Andorra,D (C),26,11/2/1997 (26 years old),14,13,11,730,6.81,12,13,12,12,10,3400,108,118,12,116,108
67207463,Águilas,GK,26,10/8/1996 (26 years old),9,11,10,2790,6.87,2,9,14,9,7,2150,93,125,8,73,95
67207466,Montijo,D (C),27,5/3/1996 (27 years old),11,14,13,3218,6.75,14,11,9,8,13,1650,83,105,8,73,83
67207570,Real Avilés,ST (C),29,4/9/1993 (29 years old),11,10,13,1970,7.42,15,11,15,10,7,1750,85,114,8,73,85
67207683,Valencia,"DM, M (C)",24,11/8/1998 (24 years old),15,14,15,2267,6.91,13,14,16,15,7,5300,138,148,16,178,138
67208190,Talavera,D/WB (L),29,15/11/1993 (29 years old),10,8,11,2757,6.77,17,11,13,20,10,2000,90,102,7,73,88
67208358,Gimnàstic Tarragona,M/AM (C),27,23/2/1996 (27 years old),10,12,10,699,6.71,2,9,11,12,8,2500,100,110,14,87,99
67208359,Amorebieta,ST (C),26,13/7/1996 (26 years old),13,13,11,3045,6.70,11,9,11,9,13,3350,107,118,8,116,107
67208361,Alzira,M/AM (C),24,9/10/1998 (24 years old),11,10,10,2711,7.07,3,11,12,13,6,2100,88,112,7,73,89
67208554,Gernika,ST (C),29,20/7/1993 (29 years old),10,15,14,0,0.00,3,11,5,8,12,1500,80,92,7,73,79
67209472,OFI,"AM (LC), ST (C)",29,5/11/1993 (29 years old),15,15,10,2600,6.78,11,12,10,13,6,3500,115,125,11,130,115
67210482,Pontevedra,D (R),31,3/5/1992 (31 years old),9,11,12,2545,6.92,15,13,12,7,5,2250,95,112,10,73,90
67210494,La Nucía,"D (C), DM",27,16/1/1996 (27 years old),10,10,10,2250,6.87,12,10,11,18,7,2300,96,120,12,73,96
67210521,Huesca,D/WB (R),26,21/11/1996 (26 years old),10,19,9,2772,6.70,13,9,12,8,11,3250,120,135,14,116,120
67210554,Compostela,"M (L), AM (LC), ST (C)",28,27/4/1995 (28 years old),12,13,10,421,6.67,10,9,12,15,10,2000,90,108,9,73,90
67210555,Tudelano,"D (RL), WB (L)",27,2/10/1995 (27 years old),11,10,12,2193,6.57,9,10,20,20,5,2300,96,108,8,73,94
67210602,Formentera,"D/WB (R), DM, M (C)",38,10/7/1984 (38 years old),13,13,11,651,6.60,10,11,11,15,10,350,57,95,7,73,45
