Position,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
D (C),23.156741957563312,8,13,11,2238,6.74,13,12,13,7,12,1700,89,30,6,86,0
WB/M/AM (L),22.97056810403833,9,3,12,2484,7.02,1,11,12,7,7,1050,82,16,4,66,0
"AM (RL), ST (C)",19.96167008898015,12,4,11,1156,6.67,6,11,5,13,6,2500,105,7,12,110,0
D (RC),21.089664613278575,8,6,10,2434,6.74,3,11,12,11,12,1300,76,36,11,73,12
"D/WB (R), M (C)",19.794661190965094,12,13,13,2186,6.65,8,10,9,9,12,900,68,37,8,73,21
ST (C),22.0041067761807,14,16,11,1061,6.56,10,9,15,9,15,3250,117,14,14,134,0
D (C),18.986995208761122,15,13,11,1305,6.95,11,12,10,16,6,3300,120,23,18,134,1
GK,24.580424366872005,10,11,10,90,8.1,11,10,11,12,5,750,75,10,8,110,0
ST (C),23.718001368925393,10,15,8,262,6.67,10,9,12,10,6,1650,85,10,10,160,0
"AM (RL), ST (C)",18.5927446954141,10,13,11,1268,6.85,17,12,13,11,14,3000,110,32,15,134,5
"AM (RL), ST (C)",25.697467488021903,12,11,14,984,6.86,10,10,13,12,7,500,88,18,7,66,0
"M (L), AM (RL)",25.66461327857632,11,13,11,1403,6.78,12,12,13,19,6,1150,78,8,11,94,0
"DM, M (C)",18.507871321013006,14,13,11,218,6.73,11,11,10,12,8,2250,91,30,17,107,16
GK,18.6694045174538,11,10,9,0,0.0,10,10,18,12,10,1500,70,28,18,185,4
GK,18.50239561943874,11,11,9,90,7.6,8,9,10,7,5,1750,70,35,13,107,11
M/AM (C),18.861054072553046,15,15,16,250,6.98,8,12,11,15,4,3700,114,26,17,173,6
"DM, M (C)",19.496235455167692,13,4,9,9,0.0,15,11,12,20,5,2000,86,41,17,185,7
D (C),19.83025325119781,13,10,9,0,0.0,8,8,9,15,6,1750,75,51,18,185,9
D (C),22.910335386721425,11,13,12,90,6.8,9,10,8,15,9,750,65,10,2,87,3
ST (C),21.204654346338124,12,17,9,2155,6.64,6,11,13,19,5,750,70,25,8,86,2
D/WB/M (L),19.652292950034223,13,16,15,2373,6.78,13,9,12,12,4,4750,130,15,13,185,7
"AM (R), ST (C)",23.619438740588638,8,13,13,696,6.73,9,13,8,7,12,1000,81,19,3,66,0
D (C),19.1129363449692,12,13,12,7,0.0,8,12,12,14,5,1050,84,44,16,120,7
D (C),19.408624229979466,10,12,12,873,6.73,3,11,12,19,5,2250,105,25,14,117,2
D (C),19.342915811088297,12,14,12,0,0.0,14,11,12,14,7,1850,76,47,16,173,9
M (C),19.416837782340863,8,8,8,0,0.0,6,9,9,19,11,500,40,69,6,85,0
"DM, M (C)",19.304585900068446,9,12,13,1784,7.08,4,9,10,9,14,1150,89,20,11,117,0
M (C),19.340177960301162,10,11,12,2190,7.0,5,12,11,19,7,1000,80,34,16,117,7
AM (RL),18.97056810403833,13,14,12,0,0.0,9,10,11,12,10,1250,82,21,15,161,0
"AM (R), ST (C)",19.01163586584531,8,12,8,1016,6.98,15,12,9,19,6,1450,87,39,16,117,3
GK,19.364818617385353,12,12,12,900,6.66,12,12,12,10,7,1750,96,39,15,85,6
D (C),19.718001368925393,13,13,14,3888,6.85,10,10,13,10,12,3500,115,9,15,147,2
"AM (RL), ST (C)",19.811088295687885,11,12,12,2143,6.73,11,11,12,20,13,2500,107,18,11,134,0
D (C),22.647501711156742,10,11,12,2435,6.82,14,12,11,7,9,950,74,21,10,86,0
"AM (RC), ST (C)",19.392197125256672,14,14,12,2021,7.22,12,12,12,14,4,4000,110,25,19,87,6
"AM (RL), ST (C)",22.628336755646817,13,8,11,0,0.0,11,11,9,17,8,1800,92,18,13,158,0
D/WB (L),22.754277891854894,10,17,11,148,6.83,10,10,9,7,12,550,66,19,10,86,0
"AM (RLC), ST (C)",20.265571526351813,13,17,12,0,0.0,6,14,8,12,8,750,67,22,8,110,7
D/WB (R),22.666666666666668,11,9,13,2270,6.7,7,10,10,12,11,600,67,18,9,86,2
AM (RL),19.227926078028748,12,15,13,2811,7.11,11,15,13,12,8,6000,141,14,13,178,0
"AM (L), ST (C)",25.571526351813826,12,12,12,1904,6.58,4,11,11,7,9,1100,84,13,5,66,0
D/WB (L),26.039698836413415,14,7,12,3005,6.54,13,10,12,17,6,1550,93,9,5,85,1
M/AM (C),27.8466803559206,12,14,13,1963,6.74,3,10,12,18,12,1000,82,5,4,66,-1
ST (C),22.321697467488022,9,8,11,813,7.22,17,13,9,19,13,50,64,10,12,86,0
M (C),21.533196440793976,13,13,9,589,6.7,9,11,10,18,5,900,78,32,4,66,0
"AM (C), ST (C)",22.466803559206024,13,13,9,2552,6.87,13,13,13,12,7,2500,109,19,8,117,0
M/AM (RL),19.236139630390145,12,13,10,0,0.0,15,12,9,11,4,1100,79,3,11,120,0
M/AM (C),21.032169746748803,11,12,13,231,6.73,12,11,13,11,5,2200,100,18,8,110,0
ST (C),19.690622861054074,12,13,11,220,7.08,13,11,16,17,6,1750,98,34,12,104,2
D/WB/M (L),19.550992470910334,11,8,8,715,6.77,12,11,11,16,8,1400,85,38,14,85,1
ST (C),22.425735797399042,10,2,12,6,0.0,11,12,10,18,9,250,60,25,13,94,1
ST (C),19.34839151266256,15,15,17,1169,6.84,14,13,10,14,15,2500,95,13,18,96,3
AM (RL),19.82751540041068,9,9,10,345,6.59,12,12,10,11,7,3500,102,34,11,147,0
M (C),19.512662559890487,12,10,10,12,0.0,1,12,10,15,12,1250,80,57,14,86,2
AM (RL),20.947296372347708,11,13,10,761,6.75,4,10,12,15,14,1000,75,37,14,86,0
D/WB (R),20.62696783025325,13,13,11,1966,6.83,10,10,11,12,10,3600,114,23,16,158,2
M (C),19.64681724845996,12,6,9,0,0.0,8,13,14,16,15,1000,75,62,12,104,3
"M (L), AM (LC)",22.90759753593429,13,14,10,0,0.0,7,8,12,10,11,600,67,20,9,86,0
"DM, M (C)",19.052703627652292,12,3,12,0,0.0,2,9,8,16,13,1650,77,46,17,160,1
"AM (L), ST (C)",21.234770704996578,10,6,14,1066,7.04,12,9,11,18,8,2500,105,20,15,117,0
ST (C),19.813826146475016,12,12,13,0,0.0,16,12,8,19,8,2500,93,8,17,185,0
M (C),22.677618069815196,11,16,12,74,7.2,19,14,19,7,8,1050,76,20,10,86,0
D (C),21.853524982888434,11,7,13,2766,6.78,8,13,9,16,7,1650,83,27,1,73,2
D (C),20.49281314168378,13,4,10,2360,6.94,9,14,10,13,5,1500,80,26,1,73,8
M (C),19.797399041752225,11,10,10,108,6.77,11,12,11,12,5,1750,91,36,14,158,1
D (C),19.225188227241617,13,7,10,0,0.0,12,12,10,13,7,600,67,46,12,104,2
D/WB (L),19.696098562628336,9,14,11,2932,6.88,14,12,6,19,8,600,67,8,8,86,0
"AM (RL), ST (C)",24.815879534565365,13,10,12,549,6.62,13,9,10,19,6,1300,81,14,12,94,1
M/AM (C),19.854893908281998,10,13,11,3003,6.83,16,10,12,17,5,2800,96,31,8,87,4
AM (RL),19.83025325119781,14,15,12,1170,6.71,10,13,12,19,5,4050,121,16,16,161,4
"D/WB/M (R), AM (RC), ST (C)",22.072553045859,13,5,11,2930,6.84,4,10,15,13,5,2150,93,11,8,73,0
"AM (RL), ST (C)",19.498973305954827,11,14,11,3361,6.88,13,10,3,7,5,3700,104,25,14,104,11
D/WB (RL),19.208761122518823,13,12,12,1299,6.75,12,13,14,12,8,2350,102,58,3,104,12
D/WB (L),21.809719370294317,9,12,13,339,6.71,5,11,8,14,9,1750,90,30,14,104,0
"D (RL), WB (R)",22.78713210130048,10,11,10,2479,6.76,10,8,9,14,7,1400,83,22,10,94,6
D/WB/M (L),21.749486652977414,12,11,11,1983,6.83,12,10,9,12,14,1700,89,20,8,86,0
"M (C), AM (RLC)",19.71526351813826,9,8,10,540,6.78,12,9,8,13,9,1950,77,12,15,185,5
D (C),23.43600273785079,11,16,11,480,6.84,11,11,11,16,9,1450,84,20,12,94,0
D/WB (L),19.19233401779603,9,13,12,2239,6.81,9,9,10,14,7,3500,109,36,15,94,0
"M (L), AM (RL), ST (C)",19.4031485284052,14,12,10,439,7.07,11,12,13,8,8,1900,92,19,12,160,6
ST (C),19.71252566735113,10,14,9,299,6.8,10,11,11,20,9,2750,104,28,13,160,0
M (C),19.274469541409992,12,9,11,0,0.0,2,11,10,15,10,750,65,38,18,158,3
D/WB (L),21.130732375085557,10,7,11,625,6.66,11,13,9,17,11,1000,75,44,11,86,1
"WB/M/AM (R), ST (C)",20.438056125941138,16,12,12,1759,6.74,11,9,10,10,7,4300,112,16,1,116,1
"DM, M/AM (C)",20.470910335386723,14,11,13,2372,6.86,12,10,12,7,9,3650,103,14,12,140,8
ST (C),23.27173169062286,11,16,11,0,0.0,6,10,14,7,7,50,42,25,13,86,2
ST (C),23.32101300479124,13,15,12,2644,7.16,10,12,12,17,6,1800,91,15,13,94,0
GK,19.37577002053388,11,12,11,0,0.0,8,12,11,20,6,2500,95,45,18,160,3
"D (LC), WB (L), DM",19.20602327173169,10,12,11,500,6.77,8,11,15,20,13,2500,83,53,18,160,0
"DM, M (RC)",19.364818617385353,14,12,10,284,6.67,12,11,19,16,13,1350,76,31,8,110,4
"D (RC), DM, M (C)",19.16495550992471,9,12,11,0,0.0,9,11,11,16,8,2000,91,22,17,160,1
ST (C),19.444216290212182,10,9,12,1004,6.58,9,19,12,11,9,3250,106,4,11,160,0
"AM (LC), ST (C)",19.277207392197127,12,12,12,883,6.8,12,12,13,12,8,1750,103,31,17,173,1
"M (C), AM (RLC)",20.10403832991102,10,9,17,878,6.88,14,12,9,16,9,5550,126,30,18,178,4
GK,19.000684462696782,12,13,13,900,6.78,7,11,9,19,7,3250,118,32,18,160,4
D (LC),19.017111567419576,11,12,11,0,0.0,6,10,10,15,11,1500,83,22,18,160,2
"D (RLC), WB (RL)",19.42778918548939,13,12,9,169,6.72,13,12,16,7,5,1750,87,14,16,110,0
D (C),19.197809719370294,10,10,12,1207,6.87,12,12,13,13,7,3150,115,33,18,160,9
D (C),19.06091718001369,11,10,9,522,6.86,15,9,13,11,5,2900,117,26,18,160,3
M/AM (C),19.72621492128679,10,8,15,0,0.0,2,10,12,17,8,1200,85,35,17,185,2
D (C),22.234086242299796,9,14,10,20,6.9,10,10,13,13,12,2000,105,30,11,120,0
ST (C),21.125256673511295,9,8,11,2662,6.71,10,10,10,8,5,3500,105,25,12,110,5
"D (RC), WB (R)",23.21423682409309,12,15,12,42,6.7,14,12,10,15,9,1650,92,16,12,110,0
"AM (RLC), ST (C)",20.243668720054757,9,10,10,3045,7.12,10,9,10,10,12,2000,102,36,12,104,11
D (RC),31.40041067761807,13,6,12,45,6.9,11,11,9,19,7,850,70,15,4,66,-1
"D (C), DM, M/AM (C)",19.408624229979466,12,10,11,510,6.78,12,10,8,8,10,3000,111,36,18,160,6
"DM, M (RLC), AM (C)",19.06091718001369,11,10,10,0,0.0,15,13,10,17,11,1500,80,30,18,160,3
M/AM (C),19.249828884325805,13,10,11,0,0.0,11,10,15,16,5,1600,89,26,18,160,3
"DM, M/AM (C)",18.902121834360027,12,10,12,2380,7.08,12,11,12,13,5,2250,105,47,18,160,7
"AM (RL), ST (C)",19.42778918548939,6,12,8,1144,6.71,10,7,8,13,5,3850,114,36,18,160,6
"AM (RLC), ST (C)",19.392197125256672,9,12,14,2351,6.94,6,13,17,8,7,3200,109,28,18,160,4
"AM (RLC), ST (C)",19.006160164271048,12,10,10,20,0.0,3,8,8,20,8,2000,85,22,18,160,4
"D (RL), WB (L)",24.317590691307323,12,16,10,2752,6.63,11,12,11,16,6,1600,97,7,5,85,0
GK,22.49965776865161,12,9,11,0,0.0,13,12,5,19,8,1300,76,29,9,73,1
GK,19.11567419575633,9,13,13,270,6.63,16,10,11,11,7,2600,97,19,18,160,0
D (C),20.50650239561944,13,16,13,765,6.86,7,13,12,7,8,2250,103,36,17,147,4
D/WB/M/AM (L),21.872689938398356,14,13,11,1242,6.66,17,9,12,16,7,2250,95,22,2,87,0
D (C),19.789185489390828,12,11,10,3359,6.78,8,10,10,16,6,2750,98,34,8,110,15
D (C),19.471594798083505,11,14,13,262,6.8,11,8,10,9,4,4600,122,33,14,116,1
"M (R), AM (RL), ST (C)",23.534565366187543,11,8,12,2477,6.96,6,11,9,17,5,2450,99,10,12,96,0
D/WB (L),20.67624914442163,8,13,9,2316,6.64,16,10,14,20,5,4400,111,28,13,147,0
M/AM (C),25.215605749486652,12,15,13,482,6.93,12,9,13,10,5,2350,97,18,14,73,0
M (C),27.813826146475016,13,13,12,174,7.05,10,10,12,14,8,2500,110,10,12,117,0
M/AM (RL),18.899383983572896,13,13,17,164,6.74,12,11,12,12,13,5750,132,18,19,173,0
GK,19.340177960301162,12,13,12,0,0.0,8,11,11,14,7,2250,95,23,17,160,0
"DM, M/AM (C)",25.7741273100616,10,18,9,230,6.52,6,13,17,7,5,1250,75,10,4,91,0
"AM (RL), ST (C)",25.867214236824093,10,12,13,2622,6.9,8,11,12,8,9,2500,101,7,5,85,0
AM (RL),22.38740588637919,11,5,10,656,6.53,12,9,18,13,10,150,58,16,12,86,2
M (C),22.028747433264886,12,4,13,0,0.0,7,12,11,11,6,1000,80,20,5,66,0
AM (RL),21.711156741957563,13,5,12,466,6.88,4,8,10,18,13,1750,99,23,5,66,0
"DM, M (C)",21.77138945927447,12,13,12,2581,6.77,10,12,12,12,10,4000,125,23,10,120,0
GK,21.53867214236824,11,9,11,2520,6.74,8,12,11,16,13,1000,73,17,13,86,12
"DM, M (C)",21.22655715263518,10,4,11,918,6.57,6,11,7,9,9,2100,93,27,7,80,0
"M (C), AM (RC)",20.35318275154004,8,12,11,299,6.79,9,9,8,10,13,1000,77,22,11,85,6
D (LC),19.430527036276523,9,5,9,1755,6.94,13,11,18,16,7,800,77,22,11,117,1
D/WB (R),19.345653661875428,10,16,15,1085,6.76,10,15,11,13,5,3000,105,20,18,160,1
"M (C), AM (RLC)",20.202600958247775,13,12,9,117,6.77,13,11,13,11,10,2250,108,11,11,120,0
"DM, M/AM (C)",22.47501711156742,12,12,10,2494,6.92,8,12,11,14,5,1750,88,20,10,94,5
"D/WB (L), AM (RL)",19.808350444900753,11,11,12,3072,6.62,13,10,15,14,5,4500,111,26,11,107,5
D/WB (R),20.76933607118412,10,14,10,75,6.9,9,8,12,11,12,1600,90,20,10,160,0
D (RC),19.67145790554415,13,12,9,4145,6.82,10,14,18,7,9,1050,79,36,5,46,1
GK,22.17385352498289,10,11,14,0,0.0,2,13,20,9,13,50,55,19,10,86,0
D (C),19.942505133470227,13,14,11,24,6.6,10,12,11,8,8,3500,112,31,12,161,3
D/WB/M/AM (R),22.34360027378508,12,5,11,614,6.66,12,8,12,14,10,1750,85,20,8,73,0
GK,19.550992470910334,8,8,11,0,0.0,10,9,7,17,5,1500,65,48,18,134,2
GK,19.66324435318275,12,16,9,0,0.0,11,12,11,18,6,1000,67,46,13,107,6
D/WB (RL),19.540041067761805,13,15,10,3277,7.0,7,12,20,16,10,2000,85,29,7,85,9
DM,23.488021902806295,14,12,11,2902,6.96,12,12,14,10,12,1500,119,8,14,147,0
AM (C),23.02258726899384,13,12,12,2907,6.87,11,11,13,9,11,3750,113,12,12,147,-1
AM (RLC),18.899383983572896,12,12,11,401,6.62,11,12,10,18,6,1750,85,24,10,130,1
M (C),24.164271047227928,9,14,11,1899,6.9,8,13,9,13,10,1000,81,16,4,66,0
M/AM (R),22.69678302532512,11,5,11,455,7.4,13,12,11,16,5,1000,79,26,5,66,0
AM (RL),21.27310061601643,12,13,10,2508,6.73,10,10,13,11,4,1500,93,26,8,80,4
"DM, M (C)",28.407939767282684,11,4,12,2041,6.92,4,10,11,8,12,1000,80,5,2,66,-2
D (R),23.460643394934976,11,13,8,488,6.67,6,13,20,17,9,1000,81,17,3,66,0
D (C),29.776865160848732,12,11,10,0,0.0,5,14,9,18,13,800,76,7,5,66,0
M/AM (C),19.370294318959616,10,13,11,1015,6.9,18,11,20,19,6,3250,99,33,9,134,0
"DM, M (C)",19.477070499657767,9,7,13,45,6.5,3,12,10,10,8,1000,68,48,12,158,8
D (C),19.28268309377139,12,16,12,100,6.4,15,10,12,15,5,1250,80,40,1,104,4
"AM (C), ST (C)",19.24435318275154,12,13,12,713,6.57,14,11,10,12,5,2000,95,51,1,104,2
AM (RL),18.60643394934976,12,4,12,99,6.93,6,11,8,7,6,1000,86,29,12,96,2
D (C),19.59479808350445,13,17,11,34,6.9,11,11,12,12,10,3000,106,24,20,185,8
D (LC),19.696098562628336,9,12,10,121,6.6,5,11,10,18,9,1750,71,50,16,134,12
"M (C), AM (LC)",20.865160848733744,12,7,10,274,6.56,3,11,10,19,5,800,71,28,15,86,2
D (C),22.48596851471595,9,10,12,0,0.0,3,12,17,19,6,750,64,11,8,158,0
GK,19.5564681724846,10,7,9,0,0.0,9,12,15,17,6,1750,73,13,19,134,0
GK,19.761806981519506,9,12,9,0,0.0,14,11,14,19,11,1750,75,23,20,185,10
ST (C),19.42778918548939,10,8,13,601,6.67,13,12,13,12,5,2350,97,32,11,104,1
D (C),21.587953456536617,12,8,11,2286,6.65,6,11,10,17,10,1550,89,16,8,110,0
GK,22.77344284736482,10,17,10,3150,6.81,3,11,12,9,5,1000,82,16,12,85,0
AM (RLC),18.951403148528406,12,10,10,23,7.6,6,9,15,20,12,2500,106,33,17,185,11
GK,20.878850102669404,10,10,12,0,0.0,11,9,10,7,11,1250,78,22,16,110,0
D/WB/M/AM (R),21.697467488021903,9,12,9,980,6.73,1,10,8,9,6,1750,97,17,8,110,0
GK,23.619438740588638,11,8,12,2340,6.79,14,10,12,12,14,600,73,16,3,66,0
D (LC),23.698836413415467,9,14,8,2340,6.59,6,10,7,10,12,1050,87,21,6,66,0
M/AM (RL),27.025325119780973,9,9,11,45,6.5,15,12,20,9,10,1750,80,10,5,91,0
GK,22.937713894592743,11,6,12,3180,6.75,18,10,15,19,7,2350,97,13,10,87,0
"AM (RL), ST (C)",22.354551676933607,12,13,12,2303,6.69,11,11,12,11,6,2000,122,11,13,158,4
"DM, M/AM (LC)",19.419575633127995,11,11,10,985,6.78,8,11,7,11,5,2750,107,27,13,160,6
"DM, M/AM (C)",19.318275154004105,12,15,10,18,6.7,17,12,20,11,10,2250,90,60,20,185,7
AM (RL),19.42778918548939,10,11,12,152,6.9,7,10,8,15,6,1400,81,46,18,120,7
ST (C),18.967830253251197,8,13,11,177,7.1,10,13,8,9,6,900,70,48,14,73,9
M (LC),19.069130732375086,13,15,16,2622,6.72,8,8,11,14,6,900,86,7,8,80,0
"D (C), DM",21.579739904175224,14,13,12,744,6.67,12,12,12,16,8,3000,118,25,16,161,2
D (C),23.110198494182068,11,8,12,0,0.0,8,11,10,20,9,750,70,14,12,94,1
"DM, M (C)",21.13347022587269,12,11,11,2110,6.9,8,10,10,20,5,1650,83,22,12,86,5
GK,21.806981519507186,11,6,12,810,6.69,13,10,13,20,11,2750,93,35,14,158,5
"D (C), DM, M (C)",21.94387405886379,13,4,11,2410,6.81,6,11,12,20,7,2300,98,23,13,94,4
M/AM (C),20.254620123203285,10,6,12,1562,6.92,12,13,13,12,6,1000,75,48,14,86,8
D (C),22.255989048596852,11,9,9,1902,6.73,1,11,17,9,5,700,69,20,10,86,2
"AM (RC), ST (C)",21.51403148528405,14,11,12,3046,6.71,8,9,11,13,7,1500,90,25,13,85,0
GK,19.761806981519506,8,17,10,1688,6.65,11,10,9,13,9,1250,75,36,14,86,9
AM (RL),19.42778918548939,11,8,12,0,0.0,9,8,7,18,7,650,68,24,12,104,6
"AM (RL), ST (C)",21.50034223134839,13,11,13,281,6.8,9,8,12,12,8,5250,138,22,18,185,0
M/AM (C),21.634496919917865,13,14,13,159,6.95,18,14,11,19,9,3350,113,29,16,117,0
"DM, M (C)",21.932922655715263,12,14,11,2920,6.86,13,13,20,19,7,2200,96,20,8,110,2
D (C),20.479123887748116,11,13,12,201,6.64,17,8,10,8,8,1750,77,12,10,96,7
D (C),19.446954140999317,11,16,10,0,0.0,9,10,17,8,11,1250,70,41,14,110,3
AM (L),20.88432580424367,11,8,12,0,0.0,9,14,13,7,13,2400,95,19,18,160,0
ST (C),18.89390828199863,15,14,9,568,6.97,15,13,16,16,13,2000,84,42,5,107,3
D/WB (L),19.627652292950035,14,15,15,2492,7.04,12,13,12,11,7,1500,93,18,17,173,0
ST (C),19.00889801505818,12,15,13,275,6.64,3,11,8,7,5,800,82,15,8,80,1
D/WB (R),18.962354551676935,14,11,9,1651,6.84,10,12,13,7,5,900,95,22,8,80,0
D/WB (L),19.356605065023956,13,10,13,474,6.78,8,11,12,10,7,1250,96,36,14,80,2
WB/M/AM (L),20.76933607118412,11,11,10,667,6.75,4,12,10,17,6,1650,96,11,8,110,0
ST (C),21.456536618754278,13,3,11,987,6.81,9,13,13,10,12,1500,103,2,12,96,1
"DM, M (C)",21.32785763175907,12,10,11,450,6.72,12,10,11,10,5,850,70,32,10,66,1
D (C),20.32854209445585,9,8,9,358,6.65,2,12,11,19,15,900,75,16,7,73,0
D/WB (L),21.675564681724847,13,4,10,760,6.78,16,12,14,9,5,3950,119,25,1,116,0
ST (C),20.23271731690623,13,13,12,636,6.76,9,9,20,13,7,3250,105,5,1,116,0
GK,21.00205338809035,12,8,8,3480,6.81,9,12,16,9,5,750,74,27,9,73,9
"AM (L), ST (C)",26.140999315537304,9,8,11,1339,6.76,11,10,12,16,6,950,74,11,12,94,0
M/AM (RL),24.802190280629706,8,12,13,2589,7.03,10,8,11,16,12,2450,101,12,9,94,0
D/WB (R),22.428473648186174,10,2,9,221,6.81,7,11,8,9,6,300,61,30,8,86,0
D (C),18.535249828884325,10,3,9,0,0.0,10,10,14,18,10,750,63,33,13,173,7
"WB/M (R), AM (RC)",21.61259411362081,15,16,9,2356,6.94,15,12,11,14,10,4000,112,23,17,147,2
D (R),20.229979466119097,13,14,12,3484,6.9,6,12,14,14,4,3500,113,23,10,107,2
"M (RL), AM (RLC)",19.367556468172484,10,15,13,2129,7.1,11,12,11,9,5,1750,96,35,11,96,2
"DM, M (C)",19.014373716632445,16,16,16,2983,7.04,13,15,14,16,6,4500,124,45,15,173,19
GK,19.444216290212182,16,13,14,0,0.0,7,10,13,10,4,1400,80,24,19,173,16
WB/AM (RL),19.019849418206707,9,15,10,0,0.0,14,10,13,7,9,2000,85,49,20,134,5
"AM (RL), ST (C)",19.693360711841205,11,10,11,596,6.7,6,12,7,10,8,1750,93,30,8,107,1
D (LC),20.216290212183434,12,13,12,90,6.75,10,8,8,14,6,1100,74,8,15,85,0
GK,20.802190280629706,11,13,10,2430,6.69,3,12,7,7,5,1250,80,20,11,94,5
D (C),19.329226557152634,11,16,10,59,6.7,8,14,12,19,10,1500,85,38,12,94,0
GK,20.788501026694046,10,11,12,525,6.87,1,11,13,14,13,1750,90,32,14,104,3
D (C),21.45927446954141,11,5,9,2223,6.83,3,10,20,15,8,1500,82,23,15,94,0
ST (C),19.983572895277206,11,10,12,45,6.3,7,12,13,20,10,2250,90,37,12,158,0
"AM (R), ST (C)",20.046543463381244,9,18,10,416,6.89,16,12,13,7,7,1500,88,48,14,104,4
M/AM (C),21.374401095140314,14,13,12,0,0.0,10,10,20,15,5,600,64,39,8,158,3
AM (RL),20.810403832991103,12,5,11,0,0.0,11,13,10,16,5,550,66,18,11,104,0
D/WB/AM (R),18.99520876112252,10,5,12,102,6.0,2,13,11,10,11,850,72,26,13,94,1
ST (C),19.356605065023956,11,7,11,0,0.0,13,9,10,15,9,600,65,48,13,158,8
D/WB (R),19.852156057494867,13,7,10,2538,6.89,8,11,10,20,13,1000,75,23,13,86,16
GK,20.40520191649555,9,14,10,2430,6.59,10,13,17,14,5,750,70,20,12,86,9
DM,19.315537303216974,13,7,9,0,0.0,1,11,11,8,8,600,63,32,13,158,1
M/AM (C),19.1813826146475,11,18,11,0,0.0,1,12,7,13,11,750,67,44,14,158,14
GK,19.43600273785079,11,9,11,0,0.0,4,11,10,13,9,1750,80,60,14,185,7
D/WB (R),19.238877481177276,8,15,9,0,0.0,9,10,8,20,13,1500,73,10,14,185,0
"DM, M (C)",19.805612594113622,11,15,14,3353,6.89,13,9,16,11,9,2750,105,11,8,107,1
"DM, M (C)",25.94387405886379,11,13,13,1795,6.65,3,13,11,18,10,2400,98,10,8,87,0
M (C),22.770704996577688,12,12,12,1542,6.75,12,11,9,16,13,3250,103,15,9,110,1
GK,19.143052703627653,10,15,11,0,0.0,11,9,12,18,7,2750,91,40,18,160,1
"D (C), DM",18.902121834360027,12,12,12,1158,6.67,10,12,10,16,8,2500,97,44,18,160,1
D/WB/M/AM (R),18.954140999315538,12,11,12,902,6.7,14,10,12,7,7,2250,95,29,18,160,2
"AM (R), ST (C)",21.965776865160848,14,12,13,2846,7.18,15,13,12,15,7,3000,116,16,14,117,0
"AM (L), ST (C)",19.227926078028748,8,9,8,0,0.0,1,13,8,8,11,1500,75,30,18,160,1
D (LC),19.028062970568104,11,11,12,639,6.58,12,9,20,18,5,1750,83,47,18,160,4
"M (C), AM (L)",19.085557837097877,11,9,12,0,0.0,12,10,14,10,11,1750,85,34,12,160,3
"DM, M (C)",23.200547570157426,12,12,11,6,0.0,11,10,12,10,11,1250,80,15,9,91,0
"DM, M (C)",25.360711841204655,18,13,12,2798,7.02,12,15,16,6,6,4100,123,5,10,125,0
"D (RC), WB (R)",19.50171115674196,9,12,14,27,6.9,6,12,6,9,13,1000,80,35,12,160,2
"DM, M/AM (C)",18.94866529774127,12,13,10,817,6.8,12,13,10,7,6,2000,95,18,18,160,0
"D (RL), WB/M (R)",21.76865160848734,11,15,12,1724,6.96,13,11,9,12,8,2250,96,18,11,94,0
"D (C), DM, M (C)",28.016427104722794,17,18,13,2718,7.05,13,15,16,12,12,3950,121,5,12,125,-1
D (C),19.460643394934976,11,16,10,258,6.8,11,10,16,7,5,2000,90,57,3,104,1
D (C),28.076659822039698,11,1,13,2760,6.91,1,12,13,13,5,1650,83,14,8,73,0
GK,19.301848049281315,14,11,12,0,0.0,12,12,11,12,7,1850,83,30,16,173,3
D (C),19.21971252566735,13,10,10,3060,6.86,11,14,9,10,9,1200,94,36,5,80,0
"AM (R), ST (C)",19.222450376454482,12,8,12,0,0.0,8,12,9,12,10,1050,67,51,14,80,14
D (C),19.189596167008897,15,11,13,1718,6.93,12,12,13,13,5,2300,88,34,18,173,8
GK,18.598220396988363,10,13,12,0,0.0,9,10,10,10,7,1200,58,63,13,120,10
"D/WB (RL), DM, M (R)",19.266255989048595,10,10,7,522,6.83,11,10,11,8,5,1000,77,12,6,80,0
D/WB (L),20.26009582477755,9,10,7,160,6.6,13,7,9,9,5,950,82,10,8,80,0
AM (RL),18.524298425735797,14,11,14,888,6.69,10,13,11,16,8,2800,113,22,14,120,1
ST (C),19.485284052019164,13,12,12,78,6.55,7,12,8,14,5,1150,75,24,8,80,10
"AM (LC), ST (C)",19.340177960301162,12,13,9,146,6.6,11,10,11,9,5,1250,80,30,6,80,4
ST (C),19.290896646132786,14,13,15,2976,6.76,10,12,13,12,5,2000,110,34,12,120,16
M (C),19.444216290212182,14,13,13,75,6.73,7,10,10,12,6,900,78,23,8,80,7
D/WB/M (R),19.378507871321013,9,6,11,103,6.7,4,11,10,20,9,950,77,35,5,80,4
ST (C),18.548939082819988,10,12,9,99,6.5,11,8,10,11,12,900,73,10,6,80,0
M (C),19.000684462696782,9,10,13,0,0.0,3,11,10,17,9,900,58,27,10,173,4
D (C),19.15126625598905,12,9,13,0,0.0,14,12,10,20,14,350,52,11,6,80,1
D (C),20.355920602327174,9,9,13,2153,6.87,9,10,13,20,8,1250,92,17,8,80,0
